43.33,67.46
11.7,38.66
52.87,32.0
98.37,5.86
70.63,15.74
68.9,36.8
87.1,6.14
85.8,6.14
64.57,8.0
56.33,25.34
56.77,57.34
34.67,40.8
59.37,77.86
50.7,32.8
107.9,73.86
100.1,74.66
70.2,26.14
97.07,68.8
85.8,67.2
58.93,26.66
95.77,21.86
95.33,52.8
96.2,65.06
116.13,72.26
117.0,73.6
26.87,57.86
30.77,21.86
30.77,9.06
36.4,34.66
67.17,65.6
58.93,26.4
94.9,78.4
105.3,76.54
72.37,42.4
26.0,49.6
82.77,5.06
91.0,4.8
55.9,7.46
51.13,8.26
52.43,24.0
39.43,50.14
36.83,48.26
17.33,52.54
48.1,16.26
66.73,8.26
53.73,69.86
54.6,54.14
55.9,57.34
59.8,33.06
79.3,10.4
78.0,13.6
37.27,64.26
32.93,62.94
64.13,47.2
21.67,38.14
77.57,69.06
64.57,34.94
49.83,38.4
70.63,48.0
95.77,53.34
71.93,3.2
96.63,66.94
64.13,8.54
60.67,47.74
84.5,53.34
22.97,48.8
111.37,9.34
44.63,41.06
86.23,8.0
71.07,20.8
99.67,65.06
95.33,59.2
52.0,9.06
29.03,41.34
79.73,30.94
73.23,22.94
41.17,38.4
91.87,67.46
72.37,66.4
49.4,43.46
82.77,40.54
88.83,57.86
65.87,13.34
15.17,43.2
35.53,47.2
87.97,10.94
99.23,28.0
99.67,27.2
55.9,35.46
27.73,32.8
47.23,48.54
50.7,67.2
71.5,17.6
110.93,62.94
78.0,53.6
55.9,56.8
45.07,22.94
64.57,71.74
79.73,47.46
61.97,49.86
74.53,32.0
40.3,22.94
37.7,17.06
60.67,66.14
65.43,29.34
30.77,55.2
71.07,37.06
84.93,22.14
81.9,37.06
82.33,31.2
92.73,66.4
39.87,16.54
39.43,23.46
96.63,58.14
67.6,70.66
45.93,68.8
47.67,68.8
98.8,51.2
94.03,11.46
17.77,29.6
72.37,68.54
69.77,65.34
54.17,2.14
13.87,34.14
25.57,28.8
39.87,48.0
72.8,67.2
86.23,1.86
102.27,62.66
39.43,54.94
27.73,70.94
30.33,69.86
68.03,63.46
87.53,21.86
39.43,59.46
89.27,37.34
91.43,33.86
86.67,19.2
45.07,42.4
105.3,14.14
91.43,23.2
72.37,32.54
90.13,39.46
94.47,70.4
87.53,52.54
72.8,52.54
70.2,53.86
66.73,63.2
53.73,70.66
94.47,68.8
98.37,58.4
36.83,60.54
123.5,57.86
100.53,17.86
89.27,38.4
109.63,30.66
82.77,11.2
77.57,3.2
97.07,52.0
101.83,66.66
35.97,73.06
89.27,69.06
64.13,58.14
53.3,9.06
92.3,36.0
89.27,36.26
46.8,55.46
51.13,62.14
49.4,70.14
36.4,62.66
43.77,10.4
56.33,64.8
49.4,75.74
50.7,19.46
86.23,53.6
36.83,21.86
42.9,34.66
57.2,28.8
87.97,31.46
76.7,65.34
88.4,63.46
104.0,65.06
109.2,21.86
62.83,44.8
71.5,56.8
31.63,44.26
70.63,9.86
91.87,9.86
63.27,61.34
58.5,54.94
46.37,17.86
72.37,41.6
30.33,61.06
48.1,72.26
52.43,26.4
74.53,58.14
52.87,19.74
56.77,57.86
81.47,36.54
61.1,24.54
94.47,39.74
79.73,24.0
96.63,27.2
98.37,46.66
68.03,37.34
54.17,53.06
85.8,68.8
84.07,65.34
91.87,15.2
96.63,6.4
79.73,28.54
25.57,25.34
69.33,8.26
61.97,12.54
73.23,45.6
69.77,56.0
35.53,17.34
50.7,53.34
33.8,54.4
61.97,43.46
67.6,36.8
107.9,47.2
68.47,19.46
6.5,70.94
91.87,24.8
95.77,54.66
23.4,60.0
40.73,20.54
35.53,39.46
28.6,9.34
28.17,12.54
32.07,18.4
89.27,36.8
51.57,48.26
51.13,28.8
63.7,14.4
110.5,67.2
92.73,13.6
16.03,38.4
58.07,40.8
98.37,56.54
84.5,52.54
101.4,50.14
79.3,18.4
17.33,43.46
72.8,53.34
21.23,35.46
86.23,11.2
87.97,6.4
72.8,41.86
91.43,76.26
87.1,74.14
86.23,71.74
64.13,46.66
68.47,25.34
78.0,50.66
60.67,60.0
32.93,49.06
88.83,44.54
72.8,61.06
9.53,72.54
66.3,28.54
52.43,16.0
94.9,20.54
100.1,18.66
47.23,26.66
91.87,69.6
25.13,16.54
40.3,45.6
41.6,17.6
44.2,13.86
74.53,23.46
52.0,20.26
52.43,21.86
102.27,34.94
48.97,8.26
30.33,73.06
58.07,49.6
50.7,70.66
39.87,73.34
99.67,61.34
98.8,67.46
35.1,32.8
28.6,17.86
74.53,25.86
112.23,74.4
107.03,4.0
70.63,5.06
44.63,10.4
55.9,47.46
78.87,42.4
51.57,35.2
87.1,74.4
63.27,45.06
32.5,58.14
68.03,19.74
71.93,15.74
61.1,23.74
79.73,23.46
73.67,40.26
24.27,53.86
59.8,65.86
21.23,48.26
27.73,61.6
94.47,71.74
47.23,51.46
48.97,53.06
21.67,19.74
48.1,73.86
48.53,75.46
51.13,23.46
50.7,73.86
59.8,40.8
55.03,47.2
87.97,69.06
72.37,20.54
65.0,67.74
84.5,75.2
116.57,74.66
76.27,61.86
65.87,48.26
86.67,45.34
95.33,74.66
9.1,26.4
96.2,3.46
60.23,22.14
38.13,53.86
42.47,73.6
50.7,31.46
44.63,41.6
40.3,33.06
55.47,25.86
87.97,66.14
59.8,46.14
71.93,30.66
29.47,32.26
84.5,48.0
98.37,24.0
99.67,54.4
73.23,23.46
58.07,21.6
51.13,41.06
85.37,46.14
34.67,29.34
63.27,32.0
87.1,4.26
44.2,27.74
98.8,24.0
101.83,53.86
80.6,43.46
58.93,29.34
92.3,12.26
82.33,44.26
91.87,60.0
58.93,65.6
79.73,14.4
35.97,39.2
46.37,56.8
55.03,2.66
79.73,28.26
75.4,65.34
99.67,3.74
70.63,62.94
46.8,16.8
20.37,41.06
63.27,37.6
57.2,26.14
68.03,62.94
65.0,31.46
45.5,23.2
36.4,41.6
63.27,45.34
61.1,12.26
58.93,67.74
97.93,13.86
95.33,71.2
105.73,52.26
101.4,48.26
57.63,56.0
94.9,68.8
34.23,44.8
78.87,27.74
22.1,22.94
24.7,26.14
29.03,62.66
35.97,46.14
68.03,54.4
73.23,28.8
81.47,10.66
93.17,11.2
109.2,37.6
79.73,20.8
91.43,5.86
22.1,39.74
22.1,39.46
91.0,69.6
88.83,21.34
92.73,10.66
56.33,22.4
48.53,33.06
77.57,42.94
66.73,43.74
111.37,56.54
72.37,17.86
77.57,12.26
81.03,10.14
98.37,69.34
56.77,60.8
44.63,62.14
78.87,12.26
30.77,34.94
31.63,21.86
56.33,41.34
91.43,31.46
19.93,59.2
100.1,49.6
59.37,34.4
42.9,25.86
97.5,77.86
92.73,61.06
50.27,16.0
78.87,61.6
63.7,32.54
115.27,71.74
49.4,25.86
54.6,65.86
100.97,49.6
96.2,8.26
51.13,7.74
63.27,62.94
113.97,62.14
83.63,52.54
78.0,37.34
66.73,47.46
77.13,55.74
81.9,29.06
57.63,48.8
80.6,46.94
27.73,29.06
19.5,36.0
53.3,36.8
41.17,14.66
58.93,16.26
87.1,23.46
97.93,34.66
72.37,27.46
70.2,28.26
84.5,40.54
104.87,76.8
113.97,73.86
116.57,70.94
120.47,73.86
29.9,26.14
64.13,18.94
22.97,26.66
100.97,73.6
46.8,8.0
75.83,7.46
47.23,6.66
100.1,13.86
107.47,10.94
53.73,59.2
45.93,46.4
22.97,50.14
81.9,68.54
91.87,71.74
97.07,4.8
94.9,4.0
45.07,69.06
20.37,54.66
72.37,52.0
78.0,53.6
63.7,74.66
65.0,73.06
76.7,59.46
50.7,58.66
48.53,57.6
44.2,75.74
50.27,12.54
33.8,13.6
68.47,75.46
98.8,13.86
61.97,31.46
87.53,42.66
71.5,75.2
94.03,75.46
78.43,72.8
86.67,28.8
55.9,16.8
51.57,11.2
63.7,60.0
31.2,38.14
59.37,9.86
75.83,21.6
75.4,63.2
48.1,30.14
38.13,28.8
41.6,53.34
107.47,69.86
93.17,7.74
116.13,6.94
114.83,6.14
90.13,56.8
68.03,46.14
69.77,68.26
78.43,76.54
54.17,12.26
32.07,68.26
86.67,66.14
31.2,36.0
107.9,69.06
88.83,9.6
39.0,46.14
71.5,17.06
106.6,62.94
107.47,24.26
98.8,36.26
30.33,23.2
61.97,36.0
70.63,40.0
67.6,66.94
112.67,6.66
69.33,19.2
55.47,16.26
114.83,65.6
76.27,63.2
60.23,69.06
53.73,57.86
62.4,42.94
39.87,67.46
63.7,29.06
62.4,23.74
59.8,20.26
55.47,26.66
83.2,33.34
75.83,42.94
49.4,17.06
88.83,36.54
101.4,45.34
45.5,26.66
77.13,59.74
105.73,16.0
89.27,71.74
78.87,57.6
36.4,45.86
91.87,46.66
95.33,12.0
100.1,22.94
61.97,71.2
26.0,16.8
42.9,17.86
62.83,17.06
66.73,46.4
58.07,58.14
77.13,66.14
41.6,58.94
77.57,58.14
67.17,18.14
41.6,48.0
46.8,50.14
34.23,55.2
85.8,52.54
46.37,30.4
41.6,16.8
84.5,6.94
93.6,8.54
72.8,7.2
75.4,53.6
68.47,51.46
45.93,56.26
13.87,5.86
59.37,40.54
33.37,74.4
45.5,24.0
41.6,21.6
74.97,63.2
59.37,68.0
68.47,5.6
98.37,46.66
90.57,4.8
71.5,62.94
76.7,22.14
33.37,10.94
27.73,20.26
16.03,31.46
60.67,17.6
72.37,10.4
105.73,70.94
104.43,73.6
110.07,71.74
91.87,33.6
92.73,30.4
95.77,16.26
106.6,4.0
105.3,4.26
42.47,55.46
60.67,49.06
56.33,61.34
69.33,12.26
64.57,20.54
86.67,34.14
14.73,43.2
40.3,61.06
36.4,42.94
60.23,76.26
52.43,25.06
39.43,50.4
56.77,36.26
32.93,18.14
114.83,6.4
56.33,48.26
34.67,42.94
85.8,7.74
70.63,35.2
117.0,28.8
84.5,33.6
66.73,68.0
83.2,48.26
71.93,63.2
59.37,26.4
78.87,71.2
51.57,8.26
53.73,7.74
104.0,70.66
103.57,70.4
84.5,43.46
43.77,33.06
31.63,14.94
64.57,54.4
24.27,25.86
70.2,45.86
56.33,75.46
46.37,72.8
102.27,40.8
59.37,40.54
39.87,75.74
113.1,64.8
109.63,9.86
97.5,17.86
52.43,35.74
98.8,51.2
75.83,50.4
82.77,22.94
82.33,28.26
75.4,16.8
90.13,17.34
86.67,50.14
52.0,27.2
57.63,61.6
51.57,9.86
33.37,13.86
84.5,9.06
102.7,13.86
32.93,44.54
24.27,37.86
20.37,19.74
79.73,13.34
91.43,9.34
12.13,16.0
10.4,28.26
81.03,18.66
94.47,38.4
71.07,67.46
46.8,11.46
43.33,17.34
62.4,20.26
34.23,52.26
25.57,5.34
45.93,43.74
48.97,27.74
61.1,6.94
71.07,6.14
23.83,28.54
36.4,12.26
65.87,39.46
15.6,63.2
39.0,19.46
46.37,38.4
97.07,18.66
72.8,48.26
91.0,64.8
73.67,50.4
78.0,62.4
84.07,7.46
59.37,32.8
56.77,59.74
50.27,40.0
91.87,14.66
97.5,65.6
84.93,67.74
61.53,22.94
52.43,28.26
72.8,45.34
68.03,21.86
52.43,67.46
62.4,9.6
60.67,18.66
54.17,29.86
58.5,64.26
43.77,42.14
53.73,68.8
67.6,44.0
77.57,65.34
81.9,70.66
18.63,61.34
80.6,6.94
71.07,17.06
86.23,14.66
73.23,61.6
25.57,27.2
19.93,42.94
32.5,47.46
74.97,24.54
69.33,20.26
82.33,17.6
71.5,57.34
62.83,46.66
47.67,66.4
82.77,65.6
87.1,72.0
89.27,71.46
77.57,17.06
71.5,12.54
52.0,8.26
52.0,73.34
69.33,18.14
65.87,71.2
92.73,10.66
67.17,9.6
100.1,68.26
52.87,64.0
36.4,51.74
